product_link,name,image_url,price,discount,ratings,solds,deliver_durations,location,brand_name,category
https://shopee.vn/Dung-D%E1%BB%8Bch-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Ng%E1%BB%ABa-M%E1%BB%A5n-Ch%E1%BB%91ng-L%C3%A3o-H%C3%B3a-To%C3%A0n-Di%E1%BB%87nHada-Labo-Lotion-100ML-170ML-i.1111895861.29970392973?sp_atk=17ef10f7-9e77-4705-9033-2e9c15d342e0&xptdk=17ef10f7-9e77-4705-9033-2e9c15d342e0,Dung Dịch Dưỡng Ẩm/Dưỡng Trắng/Ngừa Mụn/Chống Lão Hóa Toàn DiệnHada Labo Lotion 100ML/170ML,None,134400,-44%,5.0,1,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Gokujyun-C%E1%BA%A5p-%E1%BA%A8m-S%E1%BA%A1ch-S%C3%A2u-Nh%E1%BA%ADt-B%E1%BA%A3n-i.83432445.29959194671?sp_atk=f02cf257-2fee-4739-96bf-3e4c3bbf3118&xptdk=f02cf257-2fee-4739-96bf-3e4c3bbf3118,Sữa Rửa Mặt Hada Labo Gokujyun Cấp Ẩm Sạch Sâu Nhật Bản,None,113000,-19%,4.9,66,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Lotion-S%E1%BB%AFa-d%C6%B0%E1%BB%A1ng-Kem-d%C6%B0%E1%BB%A1ng-Hada-Labo-Gokujun-Hyaluronic-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-Ship-t%E1%BB%AB-Nh%E1%BA%ADt-B%E1%BA%A3n-i.1182646603.29950805866?sp_atk=eb070113-d460-4522-8ce2-1c2c5d44b2ad&xptdk=eb070113-d460-4522-8ce2-1c2c5d44b2ad,Lotion/ Sữa dưỡng/ Kem dưỡng Hada Labo Gokujun Hyaluronic dưỡng ẩm - Ship từ Nhật Bản,None,259000,None,None,1,None,Nhật Bản,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-Hada-Labo-Acne-Care-80g-i.29424182.29923231067?sp_atk=5b55778e-3de2-4f5e-86b7-a4de3dbf6bc4&xptdk=5b55778e-3de2-4f5e-86b7-a4de3dbf6bc4,Sữa rửa mặt Hada Labo Acne Care 80g,None,79000,None,None,0,None,Đà Nẵng,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Dung-D%E1%BB%8Bch-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Lotion-Hada-Labo-Advanced-Nourish-Gokujyun-Premium-Lotion-Toner-100ml-170ml-Nh%E1%BA%ADt-B%E1%BA%A3n-i.253498228.29911566244?sp_atk=c632dec5-8277-49f9-b295-c5cb8f65dcfd&xptdk=c632dec5-8277-49f9-b295-c5cb8f65dcfd,Dung Dịch Dưỡng Ẩm Lotion Hada Labo Advanced Nourish/Gokujyun Premium Lotion Toner 100ml/170ml Nhật Bản,None,130000,-28%,5.0,7,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Hada-Labo-Advanced-Nourish-Hyaluronic-Acid-Cream-50g-i.15553124.29870020030?sp_atk=a5edb7c7-f452-48ad-b40b-2e34f99646a8&xptdk=a5edb7c7-f452-48ad-b40b-2e34f99646a8,Kem Dưỡng Ẩm Hada Labo Advanced Nourish Hyaluronic Acid Cream 50g,None,165000,-6%,None,0,Hôm nay,Bình Dương,Hada Labo,Chăm sóc da mặt
https://shopee.vn/KEM-D%C6%AF%E1%BB%A0NG-%E1%BA%A8M-CH%E1%BB%90NG-L%C3%83O-H%C3%93A-HADA-LABO-NH%E1%BA%ACT-B%E1%BA%A2N-(L%E1%BB%8C-50GR)-i.98999816.29805219815?sp_atk=0b3fd63d-d221-4594-99aa-179eb03cf752&xptdk=0b3fd63d-d221-4594-99aa-179eb03cf752,"KEM DƯỠNG ẨM, CHỐNG LÃO HÓA HADA LABO NHẬT BẢN (LỌ 50GR)",None,332000,-13%,5.0,2,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-t%E1%BA%A1o-b%E1%BB%8Dt-Hada-Labo-Nh%E1%BA%ADt-B%E1%BA%A3n-nh%E1%BA%B9-nh%C3%A0ng-l%C3%A0m-s%E1%BA%A1ch-b%E1%BB%A5i-b%E1%BA%A9n-d%E1%BA%A7u-th%E1%BB%ABa-b%C3%A3-nh%E1%BB%9Dn-tr%C3%AAn-da-Chai-160ml-i.749955094.29804599704?sp_atk=e394c72b-340f-475e-9b37-ed980b07547c&xptdk=e394c72b-340f-475e-9b37-ed980b07547c,"Sữa rửa mặt tạo bọt Hada Labo Nhật Bản nhẹ nhàng làm sạch bụi bẩn, dầu thừa, bã nhờn trên da - Chai 160ml",None,122000,-6%,4.5,9,2 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Cho-M%E1%BB%8Di-Lo%E1%BA%A1i-Da-Hada-Labo-Perfect-White-Cleanser-80g-i.1229385944.29801176408?sp_atk=f658002e-8edd-4c77-b1ed-187b9a0382c9&xptdk=f658002e-8edd-4c77-b1ed-187b9a0382c9,Sữa Rửa Mặt Dưỡng Trắng Cho Mọi Loại Da Hada Labo Perfect White Cleanser 80g,None,78000,None,5.0,1,2 - 3 ngày,Bình Dương,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Advanced-Nourish-Perfect-White-Acne-Care-Pro-Anti-Aging-Cleanser-80g-Kem-R%E1%BB%ADa-M%E1%BA%B7t-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-i.420408571.29770391230?sp_atk=712e735f-f1d5-4457-a7de-14509951eab3&xptdk=712e735f-f1d5-4457-a7de-14509951eab3,Sữa Rửa Mặt Hada Labo Advanced Nourish / Perfect White / Acne Care / Pro Anti Aging Cleanser 80g - Kem Rửa Mặt Dưỡng Ẩm,None,71000,None,None,0,None,Yên Bái,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Pro-Aging-Retinol-B3-Cleanser-80g-C%E1%BA%A3i-Thi%E1%BB%87n-D%E1%BA%A5u-Hi%E1%BB%87u-L%C3%A3o-H%C3%B3a-D%E1%BA%A1ng-Kem-i.1233186703.29764821574?sp_atk=8006a4db-8341-485c-a3e3-e67ce024d4f3&xptdk=8006a4db-8341-485c-a3e3-e67ce024d4f3,Sữa Rửa Mặt Hada Labo Pro-Aging Retinol B3 Cleanser 80g Cải Thiện Dấu Hiệu Lão Hóa Dạng Kem,None,82000,None,5.0,5,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Gel-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-cho-da-m%E1%BB%A5n-nh%E1%BA%A1y-c%E1%BA%A3m-Hada-Labo-Acne-Care-Calming-Gel-Cream-50g-i.32555200.29762171207?sp_atk=df3a4ad5-e41e-4583-8024-92f17cc3c8cf&xptdk=df3a4ad5-e41e-4583-8024-92f17cc3c8cf,"Gel dưỡng ẩm cho da mụn, nhạy cảm Hada Labo Acne Care Calming Gel Cream 50g",None,250000,-7%,5.0,1,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Gel-d%C6%B0%E1%BB%A1ng-tr%E1%BA%AFng-Hada-Labo-Perfect-White-Tranexamic-Acid-Gel-Cream-50g-i.1105538210.29761798361?sp_atk=50a9eb93-9454-4c5a-b22b-852560707ffa&xptdk=50a9eb93-9454-4c5a-b22b-852560707ffa,Gel dưỡng trắng Hada Labo Perfect White Tranexamic Acid Gel Cream 50g,None,252000,-3%,None,1,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Hada-Labo-(80g)-i.256444447.29566136397?sp_atk=ddccfcc1-2ffc-419f-9863-11a052eceb05&xptdk=ddccfcc1-2ffc-419f-9863-11a052eceb05,Kem Sữa Rửa Mặt Dưỡng Ẩm Hada Labo (80g),None,89000,-11%,5.0,28,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/-VB-Combo-2-S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-d%C6%B0%E1%BB%A1ng-tr%E1%BA%AFng-Hada-Labo-Perfect-White-Tranexamic-Acid-Cleanser-80g-i.95753434.29501716463?sp_atk=6200fd59-b44c-4ce3-bd80-7460112873b1&xptdk=6200fd59-b44c-4ce3-bd80-7460112873b1,[VB] Combo 2 Sữa rửa mặt dưỡng trắng Hada Labo Perfect White Tranexamic Acid Cleanser 80g,None,161000,-14%,4.9,1800,1 - 2 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-d%C6%B0%E1%BB%A1ng-c%E1%BA%A3i-thi%E1%BB%87n-d%E1%BA%A5u-hi%E1%BB%87u-l%C3%A3o-h%C3%B3a-Hada-Labo-Pro-Aging-Retinol-B3-Cream-50g-i.17469044.29464326488?sp_atk=5f62554e-eaf9-4f69-8a7b-7e1224507c1b&xptdk=5f62554e-eaf9-4f69-8a7b-7e1224507c1b,Kem dưỡng cải thiện dấu hiệu lão hóa Hada Labo Pro-Aging Retinol B3 Cream 50g,None,277500,-6%,None,1,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-%C4%90a-Nhi%E1%BB%87m-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Da-Ph%E1%BB%A5c-H%E1%BB%93i-Da-M%E1%BB%A5n-Ch%E1%BB%91ng-L%C3%A3o-H%C3%B3a-V%C3%A0-T%C3%A1i-T%E1%BA%A1o-Da-Hada-Labo-50G-i.1111895861.29420402997?sp_atk=91eeacba-e4ff-436f-9835-0de505c4853e&xptdk=91eeacba-e4ff-436f-9835-0de505c4853e,Kem Dưỡng Ẩm Đa Nhiệm/ Dưỡng Trắng Da/ Phục Hồi Da Mụn/ Chống Lão Hóa Và Tái Tạo Da Hada Labo 50G,None,199000,-45%,None,0,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-Hada-Labo-cho-da-d%E1%BA%A7u-m%E1%BB%A5n-da-nh%E1%BA%A1y-c%E1%BA%A3m-Hada-Labo-Acne-Care-Calming-Cleanser-80g-i.32725271.29372842188?sp_atk=b069d7b7-4d69-452f-9587-d8a759aa76b5&xptdk=b069d7b7-4d69-452f-9587-d8a759aa76b5,"Sữa rửa mặt Hada Labo cho da dầu mụn, da nhạy cảm Hada Labo Acne Care Calming Cleanser 80g",None,80000,None,None,0,2 - 4 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-d%C6%B0%E1%BB%A1ng-tr%E1%BA%AFng-da-t%E1%BB%91i-%C6%B0u-Hada-Labo-Perfect-White-Tranexamic-Acid-Cream-50g-i.1243227508.29351783742?sp_atk=6f194eb7-94c6-4ac5-982a-ad76aa2d4d76&xptdk=6f194eb7-94c6-4ac5-982a-ad76aa2d4d76,Kem dưỡng trắng da tối ưu Hada Labo Perfect White Tranexamic Acid Cream 50g,None,222600,-3%,None,0,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-r%E1%BB%ADa-m%E1%BA%B7t-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-l%C3%A0m-s%E1%BA%A1ch-s%C3%A2u-Hada-Labo-100g-i.1372268738.29317779497?sp_atk=dc73353f-c860-4987-8387-ced083a721ba&xptdk=dc73353f-c860-4987-8387-ced083a721ba,"Kem rửa mặt dưỡng ẩm, làm sạch sâu Hada Labo 100g",None,206000,None,5.0,2,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Advanced-Nourish-Perfect-White-Acne-Care-Pro-Anti-Aging-Cleanser-80g-i.785408800.29306597577?sp_atk=710b9f60-0cc7-46d4-9d1d-b30d3c56f6d9&xptdk=710b9f60-0cc7-46d4-9d1d-b30d3c56f6d9,Sữa Rửa Mặt Hada Labo Advanced Nourish / Perfect White / Acne Care / Pro Anti Aging Cleanser 80g,None,71000,-29%,None,1,3 - 4 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/N%C6%B0%E1%BB%9Bc-hoa-h%E1%BB%93ng-Hada-Labo-Perfect-White-Tranexamic-Acid-Lotion-d%C6%B0%E1%BB%A1ng-s%C3%A1ng-da-gi%E1%BA%A3m-th%C3%A2m-s%E1%BA%A1m-170ml-i.184272898.29306553599?sp_atk=27ecad83-948b-4cb1-90ba-5387b51b1e21&xptdk=27ecad83-948b-4cb1-90ba-5387b51b1e21,"Nước hoa hồng Hada Labo Perfect White Tranexamic Acid Lotion dưỡng sáng da, giảm thâm sạm 170ml",None,215000,None,5.0,1,2 - 4 ngày,Gia Lai,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Serum-%C4%90a-Nhi%E1%BB%87m-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Gi%E1%BA%A3m-M%E1%BB%A5n-Ki%E1%BB%81m-D%E1%BA%A7u-Ch%E1%BB%91ng-L%C3%A3o-H%C3%B3a-T%C3%A1i-T%E1%BA%A1o-Da-Hada-Labo-30ML-i.1111895861.29270405042?sp_atk=cb176c7d-c1ef-4bc1-b8d0-e53396265a7c&xptdk=cb176c7d-c1ef-4bc1-b8d0-e53396265a7c,Serum Đa Nhiệm Dưỡng Ẩm/ Dưỡng Trắng/ Giảm Mụn Kiềm Dầu/ Chống Lão Hóa Tái Tạo Da Hada Labo 30ML,None,286000,-45%,None,0,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Advanced-Nourish-Perfect-White-Acne-Care-Pro-Anti-Aging-Cleanser-80g-i.1389240116.29266325868?sp_atk=4d10523b-7bba-4a60-8ae0-af2f99d2a096&xptdk=4d10523b-7bba-4a60-8ae0-af2f99d2a096,ữa Rửa Mặt Hada Labo Advanced Nourish / Perfect White / Acne Care / Pro Anti Aging Cleanser 80g,None,70000,-30%,5.0,43,3 - 4 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Hada-Labo-Gokujyun-Hyaluronic-Acid-Lotion-Bottle-170ml-Pump-400ml-Refill-170ml-Lotion-Moisturizing%E3%80%90Direct-from-Japan%E3%80%91-i.1214045156.29255625072?sp_atk=661005b3-fad3-459c-879c-e59e7f162322&xptdk=661005b3-fad3-459c-879c-e59e7f162322,Hada Labo Gokujyun Hyaluronic Acid Lotion Bottle 170ml / Pump 400ml / Refill 170ml Lotion - Moisturizing【Direct from Japan】,None,295313,-25%,5.0,3,None,Nhật Bản,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-D%C6%B0%E1%BB%A1ng-S%C3%A1ng-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Ng%C4%83n-Ng%E1%BB%ABa-L%C3%A3o-H%C3%B3a-Gi%C3%BAp-S%C4%83n-Ch%E1%BA%AFc-Da-i.1312787108.29205986566?sp_atk=c0d79a2f-8720-4d10-a569-c243e40befd4&xptdk=c0d79a2f-8720-4d10-a569-c243e40befd4,"Sữa Rửa Mặt Hada Labo Dưỡng Sáng, Dưỡng Ẩm Ngăn Ngừa Lão Hóa, Giúp Săn Chắc Da",None,79000,None,5.0,4,2 - 4 ngày,Khánh Hòa,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Cho-Da-M%E1%BB%A5n-V%C3%A0-Nh%E1%BA%A1y-C%E1%BA%A3m-Acne-Care-Calming-Cleanser-80g-(Xanh-L%C3%A1)-i.235785642.29171708776?sp_atk=cefc9dca-a293-4cee-a3e1-13b73e223bd5&xptdk=cefc9dca-a293-4cee-a3e1-13b73e223bd5,Kem Rửa Mặt Hada Labo Cho Da Mụn Và Nhạy Cảm Acne Care Calming Cleanser 80g (Xanh Lá),None,89000,-6%,None,0,2 - 4 ngày,Quảng Nam,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Serum-H%E1%BB%97-Tr%E1%BB%A3-C%E1%BA%A3i-Thi%E1%BB%87n-L%C3%A3o-H%C3%B3a-Da-Hada-Labo-Pro-Aging-Retinol-B3-30Ml-i.152872415.29168131478?sp_atk=d72a79f6-582b-454f-b8e5-c0659b8b6526&xptdk=d72a79f6-582b-454f-b8e5-c0659b8b6526,Serum Hỗ Trợ Cải Thiện Lão Hóa Da Hada Labo Pro-Aging Retinol B3 30Ml,None,304000,-20%,5.0,2,1 - 2 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/M%E1%BA%B7t-N%E1%BA%A1-Tinh-Ch%E1%BA%A5t-H%E1%BB%97-Tr%E1%BB%A3-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Da-Cao-C%E1%BA%A5p-Premium-Hydrating-Serum-Mask-Hada-Labo-23Gr-i.412741369.29158057862?sp_atk=be3e1efa-903f-48a3-8fbd-38544c336b2a&xptdk=be3e1efa-903f-48a3-8fbd-38544c336b2a,Mặt Nạ Tinh Chất Hỗ Trợ Dưỡng Ẩm Da Cao Cấp Premium Hydrating Serum Mask Hada Labo 23Gr,None,31000,-21%,5.0,34,3 - 4 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/-H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-D%C6%B0%E1%BB%A1ng-%E1%BA%A8m-Hada-Labo-Advanced-Nourish-Cleanser-80g-i.152872415.29151724746?sp_atk=9de9bb96-c275-479f-8aea-b2a4617c7947&xptdk=9de9bb96-c275-479f-8aea-b2a4617c7947,[HÀNG TẶNG KHÔNG BÁN] Sữa Rửa Mặt Dưỡng Ẩm Hada Labo Advanced Nourish Cleanser 80g,None,90000,None,None,5,1 - 2 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Gel-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-cho-da-m%E1%BB%A5n-nh%E1%BA%A1y-c%E1%BA%A3m-Hada-Labo-Acne-Care-Calming-Gel-Cream-50g-i.1105538210.29111855651?sp_atk=5b7e8e07-a51c-4eec-b4bf-31f10dbd4688&xptdk=5b7e8e07-a51c-4eec-b4bf-31f10dbd4688,"Gel dưỡng ẩm cho da mụn, nhạy cảm Hada Labo Acne Care Calming Gel Cream 50g",None,263000,-3%,None,0,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-D%C6%B0%E1%BB%A1ng-Da-%E1%BA%A8m-M%E1%BB%8Bn-Ch%E1%BB%91ng-L%C3%A3o-H%C3%B3a-Cleanser-80g-Nh%E1%BA%ADt-B%E1%BA%A3n-i.951147024.29103227352?sp_atk=1fcdd675-0a35-4aa3-a279-a560436f4f55&xptdk=1fcdd675-0a35-4aa3-a279-a560436f4f55,"Sữa Rửa Mặt Hada Labo Dưỡng Da Ẩm Mịn, Chống Lão Hóa Cleanser 80g Nhật Bản",None,69000,-34%,5.0,100,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Hadalabo-Dung-d%E1%BB%8Bch-Pro-Aging-Retinol-B3-Lotion-170ml-i.45788176.29062977262?sp_atk=4fff6362-fd80-4c5e-bb3c-6a2f952092be&xptdk=4fff6362-fd80-4c5e-bb3c-6a2f952092be,Hadalabo Dung dịch Pro-Aging Retinol B3 Lotion 170ml,None,261000,-10%,None,2,3 - 4 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Hada-Labo-Shirojyun-Medicated-Whitening-Lotion-Bottle-170ml-Pump-400ml-Refill-170ml-Whitening-Lotion-%E3%80%90Direct-from-Japan%E3%80%91-i.1214045156.28955619935?sp_atk=24e17bb7-c30d-4bfc-b0d9-9842998e45ca&xptdk=24e17bb7-c30d-4bfc-b0d9-9842998e45ca,Hada Labo Shirojyun Medicated Whitening Lotion - Bottle 170ml / Pump 400ml / Refill 170ml Whitening Lotion 【Direct from Japan】,None,295313,-25%,None,1,None,Nhật Bản,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-D%C6%B0%E1%BB%A1ng-Tr%E1%BA%AFng-Xanh-80gr-T03-2028-i.1287074590.28953535705?sp_atk=1fec3bfc-bed0-49ce-aaa7-eab379733906&xptdk=1fec3bfc-bed0-49ce-aaa7-eab379733906,Sữa Rửa Mặt Hada Labo Dưỡng Trắng - Xanh 80gr T03/2028,None,74000,-22%,5.0,45,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-D%E1%BA%A1ng-B%E1%BB%8Dt-HadaLabo-160ml-i.1217505063.28950296481?sp_atk=6e3a9429-39ca-4fe1-9c04-dcabc40b0065&xptdk=6e3a9429-39ca-4fe1-9c04-dcabc40b0065,Sữa Rửa Mặt Dạng Bọt HadaLabo 160ml,None,88350,-5%,4.8,22,2 - 4 ngày,Hà Nội,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-d%C6%B0%E1%BB%A1ng-da-ch%E1%BB%91ng-l%C3%A3o-ho%C3%A1.-M%C3%88O-BEAUTY-i.43524858.28906996166?sp_atk=e56fafc9-795f-481c-8aec-2567e2d2469d&xptdk=e56fafc9-795f-481c-8aec-2567e2d2469d,"Sữa Rửa Mặt Hada Labo dưỡng da, chống lão hoá. - MÈO BEAUTY",None,30000,None,1.5,7,None,Thanh Hóa,Hada Labo,Chăm sóc da mặt
https://shopee.vn/-H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-G%C3%B3i-Hada-Labo-Advanced-Nourish-Hyaluronic-Acid-Lotion-4ml-i.152872415.28868598614?sp_atk=096a6e46-2cc8-4105-94ba-3012edc0a560&xptdk=096a6e46-2cc8-4105-94ba-3012edc0a560,[HÀNG TẶNG KHÔNG BÁN] Gói Hada Labo Advanced Nourish Hyaluronic Acid Lotion 4ml,None,10000000,None,None,0,1 - 2 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Dung-d%E1%BB%8Bch-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-t%E1%BB%91i-%C6%B0u-da-th%C6%B0%E1%BB%9Dng-Hada-Labo-Advanced-Nourish-170ml-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-da-l%C3%A0m-s%C3%A1ng-da-t%C4%83ng-c%C6%B0%E1%BB%9Dng-%C4%91%E1%BB%99-%C4%91%C3%A0n-h%E1%BB%93i-i.416667700.28863602200?sp_atk=d7141323-dc65-4d65-9106-7e8a8e564412&xptdk=d7141323-dc65-4d65-9106-7e8a8e564412,"Dung dịch dưỡng ẩm tối ưu da thường Hada Labo Advanced Nourish 170ml dưỡng ẩm da, làm sáng da, tăng cường độ đàn hồi",None,210000,-32%,None,0,2 - 3 ngày,Khánh Hòa,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-D%C6%B0%E1%BB%A1ng-Chuy%C3%AAn-Bi%E1%BB%87t-Ch%E1%BB%91ng-L%C3%A3o-H%C3%B3a-Hada-Labo-Pro-Anti-Aging-(50g)-z-i.1374588278.28863378974?sp_atk=323f87dc-a6ac-4c5f-a97e-d5670f1a010f&xptdk=323f87dc-a6ac-4c5f-a97e-d5670f1a010f,Kem Dưỡng Chuyên Biệt Chống Lão Hóa Hada Labo Pro Anti Aging (50g) z,None,295000,None,None,0,4 ngày,Hưng Yên,Hada Labo,Chăm sóc da mặt
https://shopee.vn/-QU%C3%80-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Lotion-4ml-Hada-Labo-Hasaki-S%E1%BA%A3n-Ph%E1%BA%A9m-Ch%C3%ADnh-H%C3%A3ng-i.18644537.28821593318?sp_atk=1a884451-395d-4235-b3af-386191dceb6f&xptdk=1a884451-395d-4235-b3af-386191dceb6f,[QUÀ TẶNG KHÔNG BÁN] Lotion 4ml Hada Labo Hasaki Sản Phẩm Chính Hãng,None,100000,None,4.9,1600,1 - 2 ngày,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Kem-r%E1%BB%ADa-m%E1%BA%B7t-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-t%E1%BB%91i-%C6%B0u-Hada-Labo-Advanced-Nourish-Cleanser-80g-i.104576102.28821441557?sp_atk=ecbe416d-cb14-4d39-8359-f9a9b6a05173&xptdk=ecbe416d-cb14-4d39-8359-f9a9b6a05173,Kem rửa mặt dưỡng ẩm tối ưu Hada Labo Advanced Nourish Cleanser 80g,None,66000,None,None,0,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
https://shopee.vn/S%E1%BB%AFa-R%E1%BB%ADa-M%E1%BA%B7t-Hada-Labo-Tr%E1%BA%AFng-Da-Ng%E1%BB%ABa-M%E1%BB%A5n-C%E1%BA%A5p-%E1%BA%A8m-Ch%E1%BB%91ng-L%C3%A3o-Ho%C3%A1-80g-i.216776225.28820036451?sp_atk=acc9b22c-a209-40db-9a04-4bfb419733ab&xptdk=acc9b22c-a209-40db-9a04-4bfb419733ab,Sữa Rửa Mặt Hada Labo Trắng Da/ Ngừa Mụn/ Cấp Ẩm/ Chống Lão Hoá 80g,None,92000,None,5.0,2,2 - 4 ngày,Đà Nẵng,Hada Labo,Chăm sóc da mặt
https://shopee.vn/Gel-t%E1%BA%A9y-t%E1%BA%BF-b%C3%A0o-ch%E1%BA%BFt-Rosette-Gommage-Clear-Peel-120g-i.1372268738.28817779577?sp_atk=115486a0-ec94-4b68-bad0-667495dc6686&xptdk=115486a0-ec94-4b68-bad0-667495dc6686,Gel tẩy tế bào chết Rosette Gommage Clear Peel 120g,None,179000,None,None,2,Hôm nay,TP. Hồ Chí Minh,Hada Labo,Chăm sóc da mặt
